,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
627069,tt0649244,tvEpisode,Invasion,Invasion,0,1971,\N,60,"Action,Adventure,Crime"
627115,tt0649290,tvEpisode,The Choice,The Choice,0,1970,\N,60,"Action,Adventure,Crime"
627117,tt0649292,tvEpisode,The Condemned,The Condemned,0,1968,\N,50,"Action,Adventure,Crime"
627130,tt0649305,tvEpisode,The Diplomat,The Diplomat,0,1968,\N,60,"Action,Adventure,Crime"
627185,tt0649360,tvEpisode,The Vault,The Vault,0,1969,\N,60,"Action,Adventure,Crime"
627215,tt0649390,tvEpisode,The Condemned,The Condemned,0,1988,\N,\N,"Action,Adventure,Crime"
627915,tt0650094,tvEpisode,Sanctuary,Sanctuary,0,1972,\N,60,"Action,Crime,Drama"
627934,tt0650113,tvEpisode,The Healer,The Healer,0,1969,\N,60,"Action,Crime,Drama"
628108,tt0650289,tvEpisode,Mother's Day,Mother's Day,0,1996,\N,21,"Comedy,Drama,Family"
629290,tt0651489,tvEpisode,The Trip,The Trip,0,1994,\N,27,Comedy
629686,tt0651890,tvEpisode,Home,Home,0,1990,\N,\N,"Comedy,Family"
631095,tt0653302,tvEpisode,Heartstopper,Heartstopper,0,1997,\N,43,"Crime,Drama,Thriller"
631201,tt0653409,tvEpisode,Echoes,Echoes,0,2003,\N,\N,"Crime,Drama,Mystery"
631215,tt0653430,tvEpisode,Sanctuary,Sanctuary,0,2004,\N,50,"Crime,Drama,Mystery"
631292,tt0653507,tvEpisode,Family Secrets,Family Secrets,0,1992,\N,47,"Crime,Drama,Mystery"
631434,tt0653650,tvEpisode,The Mole,The Mole,0,1992,\N,47,"Crime,Drama,Mystery"
631456,tt0653672,tvEpisode,Thicker Than Water,Thicker Than Water,0,1991,\N,47,"Crime,Drama,Mystery"
631499,tt0653715,tvEpisode,Aftermath,Aftermath,0,1996,\N,30,Comedy
632084,tt0654305,tvEpisode,Blood Ties,Blood Ties,0,2002,\N,42,"Action,Adventure,Drama"
632131,tt0654352,tvEpisode,The Hand of God,The Hand of God,0,2003,\N,43,"Action,Adventure,Drama"
632396,tt0654617,tvEpisode,The Stranger,The Stranger,0,1955,\N,30,Western
632467,tt0654688,tvEpisode,Obsession,Obsession,0,\N,\N,\N,\N
632496,tt0654717,tvEpisode,Top Gun,Top Gun,0,2004,\N,\N,Comedy
632647,tt0654869,tvEpisode,Along for the Ride,Along for the Ride,0,1989,\N,\N,"Action,Adventure,Comedy"
632658,tt0654880,tvEpisode,First Love,First Love,0,1990,\N,\N,"Action,Adventure,Comedy"
632671,tt0654893,tvEpisode,Missing,Missing,0,1990,\N,\N,"Action,Adventure,Comedy"
632933,tt0655155,tvEpisode,Windfall,Windfall,0,1963,\N,30,"Comedy,Family"
632962,tt0655184,tvEpisode,Playing with Fire,Playing with Fire,0,1989,\N,23,"Comedy,Family"
633002,tt0655224,tvEpisode,Get Out,Get Out,0,2002,\N,21,"Comedy,Family"
633087,tt0655309,tvEpisode,Flu,Flu,0,1998,\N,\N,"Comedy,Drama"
633802,tt0656052,tvEpisode,Security,Security,0,1949,\N,\N,Drama
634552,tt0656804,tvEpisode,Line of Duty,Line of Duty,0,1958,\N,30,"Crime,Drama,Thriller"
634612,tt0656864,tvEpisode,The Sandman,The Sandman,0,1959,\N,30,"Crime,Drama,Thriller"
634789,tt0657043,tvEpisode,The Takeover,The Takeover,0,1970,\N,75,"Adventure,Drama,Mystery"
635221,tt0657476,tvEpisode,Blackout,Blackout,0,1997,\N,44,"Action,Crime,Drama"
635254,tt0657509,tvEpisode,Heist,Heist,0,2000,\N,\N,"Action,Crime,Drama"
635436,tt0657692,tvEpisode,The Club,The Club,0,1961,\N,30,"Adventure,Drama,Family"
635743,tt0658010,tvEpisode,Missing,Missing,0,2004,\N,45,"Action,Crime,Drama"
635757,tt0658024,tvEpisode,Switch,Switch,0,2005,\N,44,"Action,Crime,Drama"
635767,tt0658034,tvEpisode,Twilight,Twilight,0,2005,\N,44,"Action,Crime,Drama"
636377,tt0658648,tvEpisode,Puss in Boots,Puss in Boots,0,2005,\N,30,"Drama,Romance"
636385,tt0658656,tvEpisode,Dangerous Liaisons,Dangerous Liaisons,0,2004,\N,30,"Drama,Romance"
636459,tt0658731,tvEpisode,Playing with Fire,Playing with Fire,0,1990,\N,47,Drama
636466,tt0658738,tvEpisode,St. Vincent,St. Vincent,0,1994,\N,45,Drama
636947,tt0659251,tvEpisode,First Love,First Love,0,1998,\N,\N,"Action,Adventure"
637018,tt0659322,tvEpisode,Obsession,Obsession,0,1977,\N,50,"Action,Mystery,Thriller"
637205,tt0659517,tvEpisode,The Stranger,The Stranger,0,1991,\N,\N,"Adventure,Family"
637511,tt0659823,tvEpisode,Missing,Missing,0,1994,\N,60,"Crime,Drama"
638230,tt0660550,tvEpisode,Head to Head,Head to Head,0,2002,\N,\N,Drama
638327,tt0660647,tvEpisode,Heart of Stone,Heart of Stone,0,1988,\N,23,Comedy
638601,tt0660972,tvEpisode,Obsession,Obsession,0,1997,\N,\N,"Comedy,Talk-Show"
638604,tt0660975,tvEpisode,Sex Education,Sex Education,0,1996,\N,\N,"Comedy,Talk-Show"
638689,tt0661075,tvEpisode,Fierce,Fierce,0,2000,\N,\N,Comedy
638769,tt0661157,tvEpisode,Windfall,Windfall,0,1997,\N,22,"Action,Adventure,Comedy"
639078,tt0661468,tvEpisode,The Tutor,The Tutor,0,2000,\N,\N,Comedy
639934,tt0662326,tvEpisode,Blood Ties,Blood Ties,0,1994,\N,45,"Comedy,Drama"
640827,tt0663222,tvEpisode,Obsession,Obsession,0,2005,\N,60,"Crime,Drama,Mystery"
640977,tt0663373,tvEpisode,The Outpost,The Outpost,0,1964,\N,60,Drama
641810,tt0664223,tvEpisode,Big Mouth,Big Mouth,0,1972,\N,26,Comedy
641931,tt0664350,tvEpisode,Little Women,Little Women,0,1999,\N,\N,Comedy
642560,tt0664991,tvEpisode,Skyscraper,Skyscraper,0,1955,\N,\N,"Comedy,Drama"
642570,tt0665001,tvEpisode,Collision,Collision,0,1999,\N,\N,"Drama,Family"
643324,tt0665762,tvEpisode,The Tutor,The Tutor,0,1987,\N,\N,Comedy
644033,tt0666477,tvEpisode,Blood Ties,Blood Ties,0,1980,\N,\N,"Adventure,Drama,Romance"
644134,tt0666578,tvEpisode,The Longest Night,The Longest Night,0,1986,\N,28,Comedy
644141,tt0666585,tvEpisode,Thicker Than Water,Thicker Than Water,0,1983,\N,28,Comedy
644830,tt0667275,tvEpisode,Missing,Missing,0,1997,\N,60,Drama
645107,tt0667558,tvEpisode,Family Secrets,Family Secrets,0,1987,\N,\N,"Drama,Family"
645358,tt0667858,tvEpisode,Abduction,Abduction,0,2001,\N,44,"Drama,Fantasy,Horror"
645398,tt0667898,tvEpisode,Glitch,Glitch,0,2000,\N,45,"Drama,Fantasy,Horror"
645431,tt0667931,tvEpisode,Paradise,Paradise,0,1996,\N,45,"Drama,Fantasy,Horror"
645463,tt0667963,tvEpisode,The Choice,The Choice,0,1995,\N,45,"Drama,Fantasy,Horror"
646198,tt0668713,tvEpisode,Thicker Than Water,Thicker Than Water,0,1999,\N,46,"Action,Crime,Drama"
646204,tt0668719,tvEpisode,Undercover,Undercover,0,1996,\N,45,"Action,Crime,Drama"
646617,tt0669133,tvEpisode,Flight,Flight,0,1958,\N,\N,Thriller
647561,tt0670084,tvEpisode,Celebrity,Celebrity,0,1984,\N,60,"Crime,Drama,Mystery"
647670,tt0670193,tvEpisode,The Diplomat,The Diplomat,0,1973,\N,30,"Comedy,Family,Music"
648216,tt0670740,tvEpisode,UFO,UFO,0,2001,\N,\N,"Comedy,Fantasy"
649313,tt0671843,tvEpisode,"For Better, for Worse","For Better, for Worse",0,1972,\N,\N,"Drama,War"
649770,tt0672301,tvEpisode,Alone,Alone,0,1999,\N,49,Drama
649910,tt0672443,tvEpisode,The Tutor,The Tutor,0,1996,\N,\N,Comedy
650167,tt0672700,tvEpisode,The Mother,The Mother,0,2001,\N,\N,Comedy
650437,tt0672970,tvEpisode,Missing,Missing,0,1992,\N,23,"Comedy,Family"
650493,tt0673026,tvEpisode,Home,Home,0,2001,\N,\N,Comedy
651727,tt0674265,tvEpisode,Burlesque,Burlesque,0,1949,\N,\N,Drama
651888,tt0674430,tvEpisode,The Mother,The Mother,0,1954,\N,\N,Drama
652101,tt0674645,tvEpisode,The Girl Next Door,The Girl Next Door,0,2003,\N,\N,Comedy
652436,tt0674982,tvEpisode,The Stranger,The Stranger,0,1967,\N,30,"Comedy,Western"
652575,tt0675123,tvEpisode,A Cut Above,A Cut Above,0,2006,\N,\N,Documentary
652818,tt0675490,tvEpisode,Charlie's Angels,Charlie's Angels,0,2003,\N,\N,\N
652983,tt0675669,tvEpisode,Tomorrow,Tomorrow,0,1960,\N,90,"Comedy,Crime,Drama"
653000,tt0675686,tvEpisode,Halftime,Halftime,0,2003,\N,\N,"Crime,Drama,Sport"
653009,tt0675695,tvEpisode,Flight,Flight,0,1956,\N,\N,"Comedy,Drama"
653406,tt0676094,tvEpisode,Missing,Missing,0,2005,\N,44,"Crime,Drama,Horror"
653407,tt0676095,tvEpisode,Mother's Day,Mother's Day,0,2006,\N,44,"Crime,Drama,Horror"
654252,tt0676974,tvEpisode,The Harder They Fall,The Harder They Fall,0,1975,\N,30,"Comedy,Crime"
654605,tt0677330,tvEpisode,Redemption Day,Redemption Day,0,1999,\N,21,"Action,Adventure,Family"
654672,tt0677397,tvEpisode,Missing,Missing,0,2005,\N,23,"Action,Adventure,Sci-Fi"
655018,tt0677746,tvEpisode,Dangerous Liaisons,Dangerous Liaisons,0,2001,\N,44,"Crime,Drama,Mystery"
655038,tt0677766,tvEpisode,Goodbye,Goodbye,0,2003,\N,60,"Crime,Drama,Mystery"
655060,tt0677788,tvEpisode,Line of Duty,Line of Duty,0,1998,\N,45,"Crime,Drama,Mystery"
655310,tt0678039,tvEpisode,Windfall,Windfall,0,1993,\N,\N,"Comedy,Drama,Family"
655359,tt0678090,tvEpisode,Homefront,Homefront,0,1998,\N,\N,"Drama,Mystery,Sci-Fi"
656914,tt0679674,tvEpisode,Inheritance,Inheritance,0,1999,\N,44,"Crime,Drama,Mystery"
656996,tt0679757,tvEpisode,Security,Security,0,1997,\N,45,"Crime,Drama"
657359,tt0680125,tvEpisode,The Good Doctor,The Good Doctor,0,2000,\N,43,"Drama,Romance"
657364,tt0680130,tvEpisode,The Invisible Man,The Invisible Man,0,2001,\N,43,"Drama,Romance"
657379,tt0680145,tvEpisode,The Whole Truth,The Whole Truth,0,2002,\N,44,"Drama,Romance"
657402,tt0680168,tvEpisode,Burlesque,Burlesque,0,1951,\N,\N,Drama
657857,tt0680628,tvEpisode,The Dilemma,The Dilemma,0,1988,\N,22,"Comedy,Family"
657949,tt0680720,tvEpisode,Inside Job,Inside Job,0,1961,\N,\N,"Crime,Drama"
658973,tt0681752,tvEpisode,Aftermath,Aftermath,0,1979,\N,60,"Crime,Drama,Mystery"
659040,tt0681819,tvEpisode,Passing,Passing,0,1978,\N,60,"Crime,Drama,Mystery"
659621,tt0682403,tvEpisode,First Love,First Love,0,1987,\N,\N,"Comedy,Drama,Family"
659832,tt0682615,tvEpisode,Dangerous Liaisons,Dangerous Liaisons,0,2002,\N,\N,Comedy
660071,tt0682857,tvEpisode,Invasion,Invasion,0,1966,\N,59,"Adventure,Sci-Fi"
660079,tt0682865,tvEpisode,Heat,Heat,0,1993,\N,\N,"Action,Adventure,Comedy"
660083,tt0682869,tvEpisode,Prey,Prey,0,1992,\N,\N,"Action,Adventure,Comedy"
660102,tt0682888,tvEpisode,Playing with Fire,Playing with Fire,0,1997,\N,\N,Drama
660440,tt0683226,tvEpisode,The Murderer,The Murderer,0,1990,\N,23,"Drama,Fantasy,Horror"
660552,tt0683339,tvEpisode,Blackout,Blackout,0,2004,\N,48,"Drama,Mystery,Sci-Fi"
660562,tt0683349,tvEpisode,The Longest Night,The Longest Night,0,2005,\N,46,"Drama,Mystery,Sci-Fi"
660570,tt0683357,tvEpisode,The Stranger,The Stranger,0,1979,\N,\N,"Adventure,Family,Fantasy"
660872,tt0683662,tvEpisode,First Love,First Love,0,1961,\N,30,"Comedy,Family"
661034,tt0683827,tvEpisode,Aftermath,Aftermath,0,1991,\N,\N,"Crime,Drama"
661100,tt0683893,tvEpisode,Invasion,Invasion,0,2005,\N,21,"Comedy,Drama"
661122,tt0683915,tvEpisode,Switch,Switch,0,2002,\N,22,"Comedy,Drama"
661235,tt0684028,tvEpisode,The Losers,The Losers,0,1952,\N,30,"Drama,Mystery"
661804,tt0684600,tvEpisode,Heat,Heat,0,1973,\N,\N,"Drama,History,War"
661810,tt0684606,tvEpisode,The Recruit,The Recruit,0,1972,\N,\N,"Drama,History,War"
662255,tt0685052,tvEpisode,Den of Thieves,Den of Thieves,0,1995,\N,44,"Action,Adventure,Crime"
662266,tt0685063,tvEpisode,"For Better, for Worse","For Better, for Worse",0,1996,\N,44,"Action,Adventure,Crime"
662523,tt0685322,tvEpisode,Sanctuary,Sanctuary,0,2004,\N,48,"Comedy,Drama"
662620,tt0685419,tvEpisode,Thicker Than Water,Thicker Than Water,0,1957,\N,30,Western
662632,tt0685431,tvEpisode,Compadres,Compadres,0,2001,\N,\N,Drama
663096,tt0685906,tvEpisode,The Tailor,The Tailor,0,2000,\N,\N,Comedy
663595,tt0686405,tvEpisode,The Stranger,The Stranger,0,1963,\N,60,Drama
664018,tt0686828,tvEpisode,The Condemned,The Condemned,0,1961,\N,30,Adventure
664026,tt0686836,tvEpisode,The Losers,The Losers,0,1962,\N,30,Adventure
664036,tt0686846,tvEpisode,Thoroughbred,Thoroughbred,0,1962,\N,30,Adventure
664100,tt0686911,tvEpisode,Echoes,Echoes,0,1986,\N,47,"Action,Crime,Drama"
664536,tt0687350,tvEpisode,Aftermath,Aftermath,0,1956,\N,60,Drama
664622,tt0687437,tvEpisode,Lucifer,Lucifer,0,1955,\N,\N,Drama
664761,tt0687577,tvEpisode,The Longest Night,The Longest Night,0,1952,\N,30,Drama
664792,tt0687608,tvEpisode,The Stranger,The Stranger,0,1955,\N,60,Drama
664935,tt0687755,tvEpisode,Mother's Day,Mother's Day,0,1994,\N,42,"Action,Adventure,Crime"
665167,tt0687990,tvEpisode,Black Mirror,Black Mirror,0,1978,\N,95,"Crime,Drama,Mystery"
665652,tt0688479,tvEpisode,S.W.A.T.,S.W.A.T.,0,1975,\N,\N,"Crime,Drama"
665995,tt0688822,tvEpisode,Labor Day,Labor Day,0,1994,\N,24,"Comedy,Drama"
667452,tt0690280,tvEpisode,Missing,Missing,0,1999,\N,44,"Drama,Mystery,Romance"
667895,tt0690725,tvEpisode,The Choice,The Choice,0,1970,\N,\N,Adventure
668229,tt0691060,tvEpisode,"For Better, for Worse","For Better, for Worse",0,2004,\N,46,Drama
668252,tt0691083,tvEpisode,Thicker Than Water,Thicker Than Water,0,2003,\N,48,Drama
668480,tt0691324,tvEpisode,Mother's Day,Mother's Day,0,1997,\N,24,"Adventure,Animation,Comedy"
669023,tt0691871,tvEpisode,The Vanishing,The Vanishing,0,2001,\N,\N,"Family,Music"
671333,tt0694198,tvEpisode,Love Is Blind,Love Is Blind,0,1981,\N,\N,Comedy
672646,tt0695525,tvEpisode,The Mole,The Mole,0,1984,\N,47,"Adventure,Comedy,Romance"
672878,tt0695757,tvEpisode,"For Better, for Worse","For Better, for Worse",0,1957,\N,30,"Comedy,Drama"
674004,tt0696894,tvEpisode,Playing with Fire,Playing with Fire,0,1999,\N,50,"Comedy,Drama"
674016,tt0696906,tvEpisode,Alone,Alone,0,1995,\N,44,"Action,Adventure,Family"
674291,tt0697183,tvEpisode,The Choice,The Choice,0,1996,\N,\N,"Drama,Family"
674326,tt0697218,tvEpisode,One More Time,One More Time,0,1993,\N,\N,Comedy
674493,tt0697385,tvEpisode,Playing with Fire,Playing with Fire,0,2003,\N,44,Drama
675240,tt0698134,tvEpisode,Flight,Flight,0,1996,\N,\N,"Action,Adventure,Crime"
675280,tt0698174,tvEpisode,The Girl Next Door,The Girl Next Door,0,1997,\N,\N,"Action,Adventure,Crime"
675403,tt0698302,tvEpisode,Unfaithful,Unfaithful,0,2003,\N,\N,"Crime,Drama"
675419,tt0698318,tvEpisode,Sanctuary,Sanctuary,0,1977,\N,60,"Crime,Drama"
676015,tt0698932,tvEpisode,Abduction,Abduction,0,2004,\N,48,"Comedy,Crime,Drama"
676075,tt0698992,tvEpisode,Sanctuary,Sanctuary,0,1990,\N,\N,Drama
676236,tt0699153,tvEpisode,Fatherhood,Fatherhood,0,2005,\N,\N,Talk-Show
676379,tt0699298,tvEpisode,Prey,Prey,0,2001,\N,\N,"Action,Adventure"
676383,tt0699302,tvEpisode,Sanctuary,Sanctuary,0,2001,\N,\N,"Action,Adventure"
676585,tt0699506,tvEpisode,Extraction,Extraction,0,2006,\N,51,"Crime,Drama,Thriller"
676677,tt0699602,tvEpisode,Beauty and the Beast,Beauty and the Beast,0,1958,\N,60,"Drama,Family,Fantasy"
677668,tt0700602,tvEpisode,Black and Blue,Black and Blue,0,1996,\N,47,"Crime,Drama,Mystery"
678558,tt0701513,tvEpisode,The Ghost,The Ghost,0,2002,\N,\N,"Comedy,Family"
678561,tt0701516,tvEpisode,Aftermath,Aftermath,0,1995,\N,\N,"Crime,Drama"
678568,tt0701523,tvEpisode,Family Secrets,Family Secrets,0,1994,\N,\N,"Crime,Drama"
678581,tt0701536,tvEpisode,Missing,Missing,0,1995,\N,\N,"Crime,Drama"
678583,tt0701538,tvEpisode,Redemption,Redemption,0,1995,\N,\N,"Crime,Drama"
678609,tt0701564,tvEpisode,Blackout,Blackout,0,1999,\N,59,Crime
678832,tt0701794,tvEpisode,The Tutor,The Tutor,0,1995,\N,22,"Comedy,Drama,Family"
678957,tt0701920,tvEpisode,The Whole Truth,The Whole Truth,0,1993,\N,\N,Drama
679058,tt0702029,tvEpisode,The Trip,The Trip,0,2001,\N,60,"Comedy,Drama"
679063,tt0702034,tvEpisode,Twilight,Twilight,0,2003,\N,60,"Comedy,Drama"
679444,tt0702422,tvEpisode,Can You Keep a Secret?,Can You Keep a Secret?,0,1968,\N,\N,"Adventure,Drama,Family"
679760,tt0702738,tvEpisode,Invasion,Invasion,0,1996,\N,45,"Adventure,Fantasy,Sci-Fi"
679773,tt0702751,tvEpisode,Obsession,Obsession,0,1996,\N,45,"Adventure,Fantasy,Sci-Fi"
679980,tt0702961,tvEpisode,Heat,Heat,0,2002,\N,43,"Action,Adventure,Drama"
680003,tt0702985,tvEpisode,Obsession,Obsession,0,2004,\N,42,"Action,Adventure,Drama"
680514,tt0703497,tvEpisode,The Choice,The Choice,0,1995,\N,44,"Drama,Western"
680535,tt0703518,tvEpisode,The Recruit,The Recruit,0,1995,\N,44,"Drama,Western"
680733,tt0703716,tvEpisode,Troll,Troll,0,2000,\N,\N,"Adventure,Family,Mystery"
681147,tt0704130,tvEpisode,Extraction,Extraction,0,1966,\N,50,"Crime,Drama"
681150,tt0704133,tvEpisode,Final Score,Final Score,0,1971,\N,\N,"Crime,Drama"
681155,tt0704138,tvEpisode,Flight,Flight,0,1972,\N,\N,"Crime,Drama"
681349,tt0704332,tvEpisode,Beast,Beast,0,1996,\N,51,Drama
681371,tt0704354,tvEpisode,"For Better, for Worse","For Better, for Worse",0,1995,\N,50,Drama
681415,tt0704398,tvEpisode,Under Fire,Under Fire,0,1997,\N,51,Drama
